Audio,Tony - tussen community & instituut in,over codeswitchen en kaders van instituten.,https://www.youtube.com/watch?v=5FeVUVo-A3s
Audio,Janina - taal vanuit waar?,over de complexiteiten in het ontwikkelen van een nieuwe taal/nieuwe werkvormen,https://www.youtube.com/watch?v=OB_CtnmU5uY
Audio,Serife - Afstappen van het idee om te moeten leveren,Als ambtenaar moet het mogelijk zijn om het soms niet te weten. ,https://www.youtube.com/watch?v=FEzPutFBr_c
,,,
,,T,
